Ind	Tipo_Diente	MD	BL	MDCu	BLCu	Sexo	Edad
198	CI	6.15	7.57	5.41	7.44	F	26
198	1PMI	NA	7.07	NA	5	F	26
198	2PMI	6.7	7.91	5.41	7.67	F	26
198	1MI	9.82	9.69	8.3	8.51	F	26
198	2MI	10.4	9.9	9.88	9.67	F	26
198	1IS	8.4	7.02	6.66	6.5	F	26
198	2IS	6.07	6.01	4.6	6.11	F	26
198	CS	7.02	7.47	5.51	7.42	F	26
198	1PMS	6.19	8.66	4.84	7.99	F	26
198	2PMS	5.71	9.12	4.69	8.57	F	26
198	1MS	9.32	11.03	7.27	11.12	F	26
198	2MS	10.18	11.27	8.2	11.22	F	26
199	1II	5.02	5.43	3.55	5.02	F	32
199	2II	5.4	6.45	4.11	6.1	F	32
199	CI	6.02	6.89	5.3	6.62	F	32
199	1PMI	6.3	6.51	5.54	6.32	F	32
199	2PMI	5.9	6.63	5.37	6.41	F	32
199	1MI	10.18	9.29	9.16	8.44	F	32
199	2MI	9.98	8.23	9.21	8.2	F	32
199	1IS	NA	6.7	6.63	6.48	F	32
199	2IS	6.29	5.89	4.79	6.21	F	32
199	CS	6.87	7.41	5.52	7.01	F	32
199	1PMS	6.2	8.31	4.77	7.67	F	32
199	2PMS	6.17	8.1	4.66	7.77	F	32
199	1MS	8.66	10.12	7.47	10.23	F	32
199	2MS	7.9	9.87	6.78	10.1	F	32
200	1II	5.1	5.46	3.57	5	F	23
200	2II	4.99	5.72	3.21	5.27	F	23
200	CI	6.03	6.47	4.44	6.39	F	23
200	1PMI	7.13	7.19	4.79	6.25	F	23
200	2PMI	7.6	8.33	5.1	6.43	F	23
200	1MI	10.88	9.91	8.31	7.95	F	23
200	2MI	11.84	10.67	NA	NA	F	23
200	1IS	8.04	6.98	5.55	5.7	F	23
200	2IS	5.9	5.7	3.87	5.71	F	23
200	CS	7.02	7.73	4.76	6.81	F	23
200	1PMS	7	8.89	4.88	7.5	F	23
200	2PMS	6.7	8.66	4.72	7.32	F	23
200	1MS	9.34	10.54	6.61	10.18	F	23
200	2MS	9.86	11.12	6.83	10.28	F	23
201	1II	4.67	5.22	3	4.8	F	44
201	2II	5.3	5.77	3.5	5.57	F	44
201	CI	5.68	6.81	4.68	6.58	F	44
201	1PMI	6.02	6.78	4.48	6.01	F	44
201	2PMI	6.6	7.61	4.56	6.97	F	44
201	1MI	10.59	9.61	8.57	8.65	F	44
201	2MI	9.81	9.56	8.55	8.95	F	44
201	1IS	7.81	6.89	5.96	6.03	F	44
201	2IS	NA	NA	NA	NA	F	44
201	CS	6.47	7.17	5.03	7.11	F	44
201	1PMS	5.8	7.8	4.1	7.1	F	44
201	2PMS	6.12	8.03	4.1	7.42	F	44
201	1MS	9.55	10.12	7.47	9.86	F	44
201	2MS	10	10.23	7.11	9.81	F	44
202	1II	5.12	5.77	3.51	5.68	F	20
202	2II	5.7	6.51	4.07	6.31	F	20
202	CI	6.28	7.55	5.03	7.54	F	20
202	1PMI	6.66	7.02	5.15	6.48	F	20
202	2PMI	6.56	7.56	4.59	6.91	F	20
202	1MI	11.08	10.26	9.01	9.71	F	20
202	2MI	11	10.02	9.4	9.66	F	20
202	1IS	8.01	7.4	5.88	6.61	F	20
202	2IS	6.64	6.41	5.16	6.19	F	20
202	CS	7.06	8.01	5.88	7.91	F	20
202	1PMS	6.8	8.72	4.61	8.18	F	20
202	2PMS	6.7	9.44	4.83	9.13	F	20
202	1MS	10.03	11.11	8.71	11.03	F	20
202	2MS	8.4	10.45	7.98	10.92	F	20
203	1II	5.4	5.71	3.88	5.44	F	29
203	2II	6.32	5.93	3.91	5.68	F	29
203	CI	6.15	6.72	5.13	6.43	F	29
203	1PMI	7.61	7.37	5.08	6.78	F	29
203	2PMI	7.34	8.27	5.15	6.99	F	29
203	1MI	11.09	10.51	8.44	8.68	F	29
203	2MI	10.6	10.83	9.27	9.27	F	29
203	1IS	8.06	6.79	5.68	5.74	F	29
203	2IS	6.4	4.6	6.38	5.47	F	29
203	CS	7.19	8.53	5.41	7.16	F	29
203	1PMS	7.23	9.23	4.78	7.64	F	29
203	2PMS	6.7	9.61	4.76	9.13	F	29
203	1MS	11	11.14	8.01	10.06	F	29
203	2MS	10.61	11.24	8.38	10.51	F	29
204	1II	4.7	5.49	2.88	5.22	F	44
204	2II	5.36	6.01	3.33	6.19	F	44
204	CI	6.32	6.84	5.01	6.68	F	44
204	1PMI	6.6	7.43	4.64	6.33	F	44
204	2PMI	6.6	8.1	4.67	7.43	F	44
204	1MI	10.88	10.27	8.33	8.44	F	44
204	2MI	10.5	10.88	9.18	9.2	F	44
204	1IS	7.69	6.81	5.68	5.89	F	44
204	2IS	5.14	5.4	3.54	4.88	F	44
204	CS	7.1	7.36	5.68	7.44	F	44
204	1PMS	6.86	8.98	4.88	7.9	F	44
204	2PMS	6.28	7.98	4.61	7.38	F	44
204	1MS	10.46	11.01	7.23	10.44	F	44
204	2MS	9.13	11.01	7.22	9.8	F	44
205	1II	4.62	5.83	4.12	5.35	F	47
205	2II	5.3	6.04	3.37	6.12	F	47
205	CI	6.03	7.68	5.01	NA	F	47
205	1PMI	6.6	7.3	4.91	6.5	F	47
205	2PMI	6.8	7.42	5.23	6.92	F	47
205	1MI	10.88	10.47	9.02	9.66	F	47
205	2MI	10.2	10.58	9.01	9.01	F	47
205	1IS	8.49	6.3	7.27	6.49	F	47
205	2IS	6.61	6.36	4.92	5.94	F	47
205	CS	7.03	7.89	5.47	7.49	F	47
205	1PMS	6.72	8.34	4.88	7.9	F	47
205	2PMS	6.48	9.16	4.74	8.42	F	47
205	1MS	10.12	11.03	8.06	11.01	F	47
205	2MS	9.9	11.05	8.04	10.5	F	47
206	1II	4.65	5.88	4.2	5.31	F	18
206	2II	5.5	5.9	4.08	6.12	F	18
206	CI	5.98	6.45	5.01	6.34	F	18
206	1PMI	6.1	6.2	4.6	6.25	F	18
206	2PMI	6.2	6.66	5.22	6.31	F	18
206	1MI	10.25	9.04	8.65	8.68	F	18
206	2MI	10.1	9.12	9.35	8.93	F	18
206	1IS	8.12	6.77	6.12	6.28	F	18
206	2IS	4.82	5.12	4.22	4.88	F	18
206	CS	6.69	7.07	5.12	6.94	F	18
206	1PMS	6.31	8.25	4.79	7.76	F	18
206	2PMS	6.45	9.11	4.68	8.35	F	18
206	1MS	9.32	10.73	7.69	10.55	F	18
206	2MS	9.64	10.59	8.23	10.74	F	18
207	1II	4.66	5.55	2.92	5.27	F	32
207	2II	5.3	6.53	3.55	6.48	F	32
207	CI	6.61	7.13	4.57	7.22	F	32
207	1PMI	6.66	7.71	4.73	7.6	F	32
207	2PMI	NA	8.12	5.2	7.79	F	32
207	1MI	10.12	9.68	8.56	8.95	F	32
207	2MI	10.58	10.23	9.26	9.61	F	32
207	1IS	8.06	6.24	6.91	5.81	F	32
207	2IS	5.91	5.89	4.45	5.67	F	32
207	CS	6.83	7.79	5.04	7.55	F	32
207	1PMS	6.7	8.42	4.64	7.8	F	32
207	2PMS	6.57	9.03	4.57	8.55	F	32
207	1MS	10.03	10.64	7.12	11.21	F	32
207	2MS	10.8	11.55	7.52	11.48	F	32
208	1II	5.73	5.8	3.99	5.71	F	37
208	2II	5.51	6.38	4.11	5.91	F	37
208	CI	6.56	6.73	5.02	6.72	F	37
208	1PMI	7.1	8.57	5.2	7.12	F	37
208	2PMI	7.77	8.42	5.53	7.71	F	37
208	1MI	10.14	9.62	8.66	8.92	F	37
208	2MI	11.8	10.55	9.41	9.51	F	37
208	1IS	7.82	7.53	5.96	6.71	F	37
208	2IS	7.15	6.3	5.2	5.91	F	37
208	CS	8.02	8.12	5.58	7.53	F	37
208	1PMS	6.8	9.4	5.12	8.38	F	37
208	2PMS	NA	9.74	5.17	8.66	F	37
208	1MS	11.51	11.53	7.89	10.34	F	37
208	2MS	11.71	12.73	7.77	11.32	F	37
209	1II	5.77	5.23	3.71	4.94	F	24
209	2II	6.46	5.87	4.08	5.85	F	24
209	CI	6.22	6.57	4.65	6.77	F	24
209	1PMI	6.61	6.99	4.67	5.98	F	24
209	2PMI	6.55	7.62	4.81	7.04	F	24
209	1MI	10.81	9.87	8.22	8.63	F	24
209	2MI	11.8	10.55	9.41	9.51	F	24
209	1IS	8.45	6.51	6.01	5.7	F	24
209	2IS	6.78	5.7	4.67	5.5	F	24
209	CS	7.22	7.27	5.34	7	F	24
209	1PMS	6.61	8.44	4.7	7.64	F	24
209	2PMS	6.04	8.67	4.33	8.19	F	24
209	1MS	10.11	10.03	7.11	10.06	F	24
209	2MS	9.39	10.25	7.3	9.77	F	24
210	1II	4.99	5.92	3.3	5.39	F	27
210	2II	5.74	6.17	3.73	6.13	F	27
210	CI	6.27	7.11	4.96	7.01	F	27
210	1PMI	6.1	7.54	5.11	6.49	F	27
210	2PMI	6.82	8.07	5.09	6.72	F	27
210	1MI	11.32	10.95	9.58	9.71	F	27
210	2MI	11.28	10.11	10.65	9.82	F	27
210	1IS	8.58	7.06	6.6	6.5	F	27
210	2IS	4.82	5.12	4.22	4.88	F	27
210	CS	7.08	7.39	5.73	7.41	F	27
210	1PMS	6.48	8.82	4.51	7.69	F	27
210	2PMS	6.32	8.62	4.62	7.68	F	27
210	1MS	10.89	11.05	7.94	10.81	F	27
210	2MS	10.26	10.92	7.63	10.78	F	27
211	1II	4.6	5.89	4.27	5.37	F	41
211	2II	4.72	5.33	3.52	3.6	F	41
211	CI	5.63	6.11	4.5	6.27	F	41
211	1PMI	5.9	6.16	5.39	5.41	F	41
211	2PMI	6.3	6.74	4.4	6.12	F	41
211	1MI	9.36	8.47	7.88	8.03	F	41
211	2MI	9.21	8.38	7.91	7.8	F	41
211	1IS	7.7	6.2	5.64	5.3	F	41
211	2IS	5.81	5.83	3.9	5.2	F	41
211	CS	6.38	6.83	5.53	6.02	F	41
211	1PMS	6.08	7.81	4.3	6.84	F	41
211	2PMS	6.11	7.84	4.4	6.97	F	41
211	1MS	9.23	9.51	7.02	9.46	F	41
211	2MS	9.3	9.78	6.81	9.2	F	41
